10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1.38;1.68;-0.08;0.62;0.4;0.75;-0.41;-0.11;-0.4;0.64;1.42;2.5;2.4;1.43;1.15;-0.54;-4.13;-11.86;-19.94;-26.77;-30.4;-36.06;-40.36;-44.99;-44.65;-44.98;-46.78;-46.4;-46.94;-44.83;-45.49;-44.79;-46.21;-47.08;-48.0;-48.18;-47.4;-47.7;-49.45;-49.51;-48.83;-45.18;-43.05;-41.47;-40.03;-38.46;-37.5;-36.94;-37.98;-40.1;-42.14;-43.53;-44.47;-44.19;-44.28;-43.08;-40.71;-40.26;-40.53;-44.15;-43.24;-42.62;-42.22;-45.96;-44.98;-42.03;-38.99;-39.94;-42.03;-42.75;-41.82;-40.08;-39.68;-39.97;-39.2;-40.06;-36.84;-38.31;-36.87;-38.59;-35.34;-33.82;-35.51;-36.4;-36.3;-33.66;-34.04;-35.5;-35.96;-35.45;-35.22;-36.57;-36.95;-36.22;-34.74;-33.15;-33.12;-31.01;-30.95;-28.9
12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;-0.47;1.56;2.04;3.83;3.06;1.74;1.18;0.01;-3.06;-5.08;-4.66;-3.03;-4.88;-7.0;-8.22;-11.75;-16.65;-24.73;-30.6;-35.33;-37.48;-41.41;-46.36;-48.6;-47.61;-44.58;-45.76;-45.89;-46.53;-44.88;-45.63;-44.68;-45.64;-45.31;-47.15;-47.95;-47.28;-45.43;-48.57;-49.94;-48.69;-42.59;-37.88;-38.03;-39.1;-40.04;-40.77;-40.56;-39.29;-41.9;-43.3;-45.71;-43.91;-42.07;-42.02;-39.89;-37.39;-36.49;-38.86;-43.7;-44.1;-43.55;-43.51;-46.24;-45.69;-43.09;-41.24;-42.0;-42.3;-40.27;-39.38;-38.25;-38.81;-40.15;-38.01;-40.79;-36.24;-40.27;-37.08;-36.7;-31.87;-30.28;-31.7;-32.2;-33.65;-33.42;-32.9;-35.31;-36.21;-35.84;-32.0;-31.09;-31.39;-31.06;-30.79;-28.87;-28.58;-23.46;-23.89;-22.98
14;-0.28;-0.37;-0.62;2.98;2.26;1.94;-0.26;-0.23;-2.26;-3.07;-4.07;-3.91;-0.91;-1.02;-0.89;-6.61;-14.38;-24.26;-33.98;-34.24;-33.99;-37.77;-42.38;-44.64;-41.73;-40.8;-38.55;-34.33;-34.84;-35.01;-36.65;-35.7;-38.77;-38.18;-39.65;-39.54;-40.96;-38.63;-42.25;-44.83;-43.63;-38.39;-34.75;-34.52;-34.41;-31.8;-34.02;-29.74;-30.55;-32.47;-35.45;-37.13;-36.83;-36.94;-32.86;-28.83;-26.57;-29.84;-34.77;-40.63;-43.4;-39.11;-37.72;-38.95;-41.23;-39.36;-37.0;-37.45;-36.88;-37.49;-36.65;-35.89;-34.81;-33.58;-34.1;-31.92;-30.33;-30.21;-29.78;-29.98;-29.25;-30.55;-29.77;-27.83;-26.52;-26.96;-27.78;-28.49;-27.12;-23.16;-23.99;-26.11;-29.15;-26.7;-24.6;-24.65;-22.52;-20.75;-19.31;-20.76
15;2.93;3.49;3.05;4.54;1.09;0.85;0.87;-0.15;-1.09;-1.41;-0.78;0.23;1.63;-0.74;-3.48;-8.59;-15.33;-23.14;-32.72;-33.41;-34.65;-38.42;-42.03;-41.2;-35.48;-32.39;-32.22;-32.76;-34.11;-33.17;-35.59;-38.85;-43.46;-38.14;-32.95;-31.9;-33.54;-35.68;-40.09;-41.01;-37.45;-30.34;-32.07;-33.58;-31.37;-25.68;-26.45;-27.13;-31.21;-35.79;-39.76;-40.57;-42.45;-44.26;-42.81;-37.87;-33.21;-33.36;-34.15;-40.2;-40.61;-38.6;-35.87;-41.75;-44.02;-43.38;-39.07;-38.91;-37.01;-36.06;-35.29;-36.72;-35.4;-34.36;-32.1;-34.52;-31.32;-32.75;-29.7;-30.74;-28.14;-28.03;-28.03;-27.88;-26.29;-25.68;-25.41;-27.83;-27.63;-24.32;-24.67;-25.53;-28.62;-26.25;-24.18;-22.49;-19.03;-16.59;-17.11;-18.81
16;3.54;0.36;0.21;2.7;2.49;1.43;-0.87;-1.28;-2.49;-1.78;-1.56;-0.61;3.83;2.71;2.52;-6.14;-13.51;-23.77;-31.3;-33.57;-34.99;-39.95;-41.35;-41.53;-36.06;-38.72;-41.51;-40.86;-37.93;-33.98;-35.73;-39.28;-42.98;-42.96;-42.09;-43.84;-45.36;-44.38;-46.56;-47.78;-45.34;-43.03;-40.41;-40.99;-36.79;-36.13;-35.87;-32.17;-30.97;-35.82;-41.91;-43.93;-42.76;-38.96;-33.11;-29.6;-28.78;-33.03;-37.22;-44.69;-46.15;-40.5;-37.82;-40.59;-42.62;-40.71;-37.05;-38.55;-35.07;-35.9;-35.73;-37.31;-35.2;-32.8;-33.0;-31.87;-29.49;-30.1;-29.81;-31.32;-29.07;-31.33;-30.24;-30.29;-26.5;-26.66;-25.84;-31.65;-32.05;-30.13;-28.82;-30.27;-31.58;-28.08;-25.99;-26.28;-28.17;-26.7;-24.45;-21.23
17;2.89;4.42;0.09;-0.4;0.9;0.84;-0.11;0.14;-0.9;-1.61;-1.1;-1.18;-1.41;-2.94;-2.48;-5.11;-10.35;-19.44;-27.95;-33.15;-34.43;-39.17;-39.03;-36.77;-29.94;-31.68;-37.08;-37.4;-37.11;-36.71;-39.52;-37.48;-38.36;-39.21;-42.61;-44.6;-41.69;-39.34;-39.87;-46.5;-49.74;-44.5;-37.93;-34.52;-33.5;-35.34;-36.22;-39.97;-38.26;-39.71;-38.93;-39.93;-40.7;-37.92;-39.0;-36.19;-34.93;-32.28;-34.9;-40.16;-42.89;-41.35;-38.58;-39.96;-39.79;-40.0;-36.38;-40.17;-41.62;-40.05;-35.4;-34.74;-37.17;-38.47;-37.58;-39.75;-36.44;-37.69;-35.44;-37.68;-34.34;-35.03;-35.5;-34.74;-33.04;-32.36;-33.15;-33.71;-34.53;-34.01;-36.56;-37.79;-38.22;-34.06;-32.02;-30.03;-29.28;-24.93;-24.18;-25.71
18;-0.07;-2.51;-2.77;2.5;3.51;2.16;0.49;-0.39;-3.51;-5.45;-6.68;-5.87;-3.37;-3.37;-6.66;-13.15;-19.27;-23.07;-28.29;-29.54;-31.04;-34.86;-35.08;-35.88;-33.88;-33.86;-30.62;-25.48;-26.53;-27.89;-32.42;-30.61;-36.56;-36.0;-40.56;-38.81;-40.28;-42.48;-43.99;-43.21;-42.34;-41.84;-43.99;-37.75;-33.63;-28.17;-34.09;-31.85;-31.8;-29.44;-31.33;-31.5;-34.5;-31.92;-29.59;-23.56;-24.58;-26.93;-33.52;-41.16;-44.78;-39.25;-35.88;-36.9;-43.19;-45.55;-43.43;-40.35;-35.42;-36.79;-37.27;-37.84;-37.89;-35.82;-35.0;-32.7;-30.68;-32.02;-32.93;-33.65;-30.64;-28.66;-27.17;-26.6;-28.15;-31.06;-34.33;-34.49;-31.77;-28.84;-29.82;-34.88;-35.46;-33.38;-28.54;-24.6;-21.26;-20.81;-24.02;-26.58
19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;-3.96;3.48;1.96;2.71;0.28;0.0;0.47;1.85;-0.28;-1.09;-4.39;-4.36;-5.41;-7.04;-6.23;-9.74;-14.51;-23.26;-29.74;-32.08;-31.67;-36.14;-36.5;-37.83;-31.35;-33.2;-32.47;-32.86;-29.6;-32.53;-35.63;-38.88;-41.33;-42.29;-43.33;-42.82;-41.75;-40.47;-40.34;-41.22;-40.43;-36.73;-33.29;-29.58;-29.65;-29.38;-31.04;-31.48;-30.4;-34.02;-34.63;-34.83;-36.82;-37.26;-36.65;-30.82;-28.73;-29.63;-34.49;-41.41;-46.59;-46.4;-42.1;-40.91;-39.91;-39.36;-38.67;-39.41;-40.06;-39.25;-37.49;-36.34;-36.79;-37.32;-38.44;-38.51;-32.9;-28.67;-25.94;-28.89;-29.58;-29.05;-31.45;-30.51;-28.96;-25.34;-24.83;-26.86;-27.18;-27.39;-26.77;-27.2;-28.14;-27.24;-25.35;-23.44;-26.29;-25.61;-24.73;-22.54
21;-7.29;-3.92;-0.31;6.21;4.11;3.05;-3.42;-3.77;-4.11;-0.02;0.9;0.5;1.3;-0.3;0.04;-5.53;-11.92;-22.32;-31.24;-37.43;-39.45;-42.84;-44.02;-44.07;-41.24;-41.18;-43.93;-42.5;-42.52;-39.47;-40.6;-38.97;-44.04;-44.68;-47.13;-45.44;-44.7;-42.66;-46.16;-48.59;-48.02;-43.59;-40.99;-40.52;-39.36;-38.52;-39.11;-36.55;-36.01;-38.52;-41.84;-44.44;-43.41;-40.41;-37.35;-37.14;-38.11;-38.48;-40.28;-44.77;-48.66;-46.62;-45.48;-48.21;-49.87;-48.88;-43.31;-42.63;-41.41;-41.06;-39.43;-38.01;-39.05;-37.9;-38.45;-37.82;-35.92;-36.64;-34.75;-35.07;-31.6;-33.31;-35.26;-36.96;-34.66;-33.84;-32.79;-37.74;-37.53;-36.72;-33.1;-33.22;-32.17;-30.3;-28.5;-29.2;-29.83;-27.93;-27.09;-25.54
22;6.63;0.39;-1.08;1.16;1.63;1.11;-0.36;0.17;-1.63;-0.62;-1.54;-2.09;3.56;2.54;3.96;-7.97;-16.53;-26.8;-34.29;-36.71;-38.17;-41.63;-44.09;-49.0;-47.84;-51.17;-48.06;-47.1;-46.35;-46.79;-46.41;-42.48;-42.58;-43.31;-41.28;-40.91;-40.21;-43.37;-46.81;-47.83;-43.35;-39.04;-35.01;-37.02;-35.72;-33.85;-31.66;-29.29;-30.75;-32.62;-34.31;-32.88;-31.98;-33.28;-33.07;-32.63;-30.14;-30.05;-34.76;-38.78;-44.0;-36.64;-34.43;-34.91;-37.6;-35.63;-31.84;-32.28;-26.85;-26.39;-25.67;-31.89;-30.77;-32.53;-32.11;-28.5;-26.47;-26.59;-28.38;-24.52;-24.14;-25.45;-28.69;-27.68;-27.39;-25.7;-26.88;-30.44;-34.54;-26.2;-23.77;-25.26;-33.4;-34.71;-30.23;-25.68;-20.52;-18.6;-20.96;-22.54
23;-4.22;-1.18;-1.31;2.42;3.09;1.76;-1.14;-2.54;-3.09;-4.22;-5.61;-6.36;-2.69;-2.99;-5.5;-13.39;-20.38;-28.14;-33.44;-33.97;-33.03;-37.49;-41.69;-44.21;-43.88;-43.76;-46.67;-41.46;-41.03;-38.35;-41.3;-39.63;-41.02;-40.74;-45.51;-45.9;-45.43;-42.79;-44.73;-47.13;-47.95;-47.51;-49.08;-49.51;-48.03;-46.75;-44.39;-37.74;-34.73;-37.86;-43.69;-42.54;-38.76;-40.16;-36.04;-35.31;-29.56;-34.47;-37.06;-42.47;-44.8;-43.59;-44.62;-48.21;-48.27;-45.31;-41.68;-39.37;-37.97;-37.11;-41.18;-44.74;-46.23;-44.91;-44.18;-41.96;-37.6;-36.35;-32.59;-34.83;-33.19;-35.16;-36.61;-34.72;-32.25;-31.04;-32.61;-33.58;-27.23;-20.38;-21.48;-28.25;-34.66;-33.64;-33.29;-29.76;-31.18;-29.95;-28.22;-26.42
24;7.72;1.65;0.32;0.98;1.25;2.08;-0.97;-0.23;-1.25;-1.33;-2.65;-2.16;3.4;3.15;2.06;-3.4;-10.21;-17.66;-27.04;-26.37;-26.43;-27.94;-31.46;-32.46;-33.81;-31.32;-26.63;-21.36;-21.59;-24.12;-25.77;-26.05;-28.8;-22.84;-22.84;-21.47;-28.54;-28.25;-27.8;-24.14;-22.54;-22.49;-24.46;-26.86;-26.81;-23.4;-20.92;-14.75;-14.93;-19.23;-26.78;-29.85;-28.16;-26.58;-19.39;-14.62;-10.32;-16.91;-22.85;-29.96;-30.93;-29.05;-29.61;-33.49;-36.13;-34.99;-32.37;-30.6;-24.62;-22.55;-24.15;-27.01;-27.46;-25.8;-25.08;-19.42;-15.62;-16.49;-20.17;-22.85;-21.9;-23.06;-18.06;-18.76;-17.31;-21.62;-21.01;-23.7;-26.34;-22.14;-20.64;-17.78;-23.46;-21.85;-22.16;-18.05;-14.57;-12.72;-13.84;-19.18
25;1.49;0.7;0.43;1.91;2.1;0.99;1.09;0.29;-2.1;-3.51;-3.68;-2.5;-4.7;-5.94;-7.99;-10.23;-16.53;-23.38;-30.76;-35.28;-37.01;-40.9;-41.17;-42.35;-39.38;-39.54;-41.01;-40.63;-40.49;-40.17;-41.13;-40.44;-39.27;-39.1;-41.98;-43.25;-42.0;-40.44;-44.31;-47.96;-47.45;-43.81;-41.08;-39.6;-37.68;-36.85;-36.69;-36.11;-35.54;-37.69;-40.26;-40.62;-39.89;-37.92;-36.43;-35.53;-34.64;-35.74;-38.1;-42.33;-42.88;-40.66;-39.98;-42.26;-43.02;-41.61;-40.88;-39.87;-39.86;-38.69;-38.62;-37.12;-37.24;-37.92;-36.37;-35.7;-33.17;-34.84;-33.49;-33.94;-31.88;-30.79;-31.68;-31.56;-32.38;-31.42;-31.38;-33.8;-34.34;-33.45;-31.53;-32.26;-32.12;-30.28;-27.19;-26.19;-27.02;-26.1;-26.4;-25.1
26;-4.27;0.54;-2.3;1.78;0.07;3.64;-0.09;1.96;-0.07;-1.33;-4.2;0.41;6.62;5.14;2.95;-4.25;-6.93;-17.45;-22.67;-23.66;-20.63;-24.76;-24.13;-30.45;-24.94;-23.0;-12.89;-9.01;-12.28;-19.84;-26.35;-32.53;-32.19;-24.16;-22.92;-17.28;-19.76;-14.33;-23.5;-26.01;-30.0;-27.7;-33.39;-32.32;-23.12;-15.76;-15.83;-22.56;-29.1;-29.37;-27.06;-27.17;-32.49;-35.41;-33.86;-25.29;-26.02;-26.47;-30.46;-30.42;-28.9;-27.61;-24.31;-29.37;-33.09;-34.24;-31.11;-26.76;-22.83;-20.43;-19.12;-22.77;-22.38;-21.12;-17.13;-17.02;-20.8;-27.36;-27.79;-26.89;-24.28;-24.74;-23.38;-21.64;-21.62;-23.31;-24.63;-20.85;-18.22;-14.39;-14.48;-20.87;-22.89;-27.86;-24.95;-19.48;-16.76;-12.39;-18.4;-21.74
27;-2.74;-3.4;0.43;1.12;2.36;0.2;-0.78;-0.9;-2.36;-3.55;-5.87;-7.05;-1.91;-4.07;-5.52;-14.13;-18.77;-27.2;-35.22;-36.04;-35.58;-38.8;-43.91;-44.7;-39.39;-34.44;-32.41;-30.11;-30.13;-29.0;-29.62;-30.26;-32.2;-29.26;-33.65;-35.86;-40.55;-39.78;-41.67;-44.72;-41.82;-40.51;-35.11;-35.23;-35.68;-38.7;-35.9;-31.23;-27.49;-34.95;-38.07;-42.19;-39.98;-36.04;-31.49;-28.82;-27.5;-31.8;-35.18;-42.65;-42.82;-38.39;-36.59;-41.42;-43.81;-42.81;-39.53;-39.82;-39.89;-36.96;-37.38;-38.33;-39.12;-37.37;-35.08;-34.13;-32.71;-35.1;-34.51;-34.72;-31.23;-31.27;-31.71;-32.1;-32.63;-30.52;-31.03;-35.08;-37.44;-35.35;-34.14;-32.08;-31.63;-29.99;-30.23;-30.04;-25.08;-25.46;-27.77;-31.7
28;-5.01;-1.75;-1.36;1.07;1.84;1.82;0.08;-0.52;-1.84;-1.18;-1.85;-0.01;-3.93;-4.03;-5.52;-7.28;-13.27;-21.31;-28.97;-36.09;-38.65;-43.26;-44.31;-48.33;-46.51;-45.78;-47.43;-45.04;-44.34;-41.17;-43.22;-43.88;-45.43;-44.4;-44.02;-44.57;-42.46;-40.94;-43.97;-47.65;-50.94;-45.36;-41.85;-39.46;-38.04;-37.76;-33.89;-34.85;-32.93;-38.54;-40.1;-43.32;-44.5;-40.66;-41.08;-37.3;-36.63;-34.56;-37.41;-44.79;-45.34;-44.72;-42.67;-46.0;-43.35;-40.83;-38.75;-40.14;-41.31;-37.96;-35.84;-33.89;-36.96;-37.93;-36.21;-37.19;-33.52;-35.65;-32.71;-32.53;-28.69;-26.68;-28.55;-29.78;-29.87;-29.69;-29.43;-31.59;-30.17;-30.68;-31.44;-33.36;-33.66;-31.39;-29.69;-26.3;-27.63;-26.79;-28.96;-26.92
29;-4.07;-2.83;0.66;1.03;1.08;1.16;-1.9;-3.12;-1.08;2.75;4.63;3.35;11.0;8.75;5.77;-4.96;-7.02;-14.85;-25.25;-31.01;-30.86;-34.91;-36.44;-42.46;-34.43;-36.4;-28.11;-27.1;-28.86;-32.28;-36.35;-33.08;-28.52;-22.55;-20.73;-25.61;-30.09;-31.63;-33.77;-36.7;-26.94;-20.96;-17.82;-23.34;-23.39;-21.69;-22.55;-20.17;-18.22;-21.85;-26.9;-32.17;-28.55;-29.05;-24.8;-28.52;-29.9;-37.42;-40.74;-40.72;-36.56;-31.78;-29.92;-34.7;-37.83;-38.15;-35.99;-34.71;-30.28;-28.64;-28.94;-34.07;-35.0;-31.11;-29.32;-23.47;-23.86;-23.96;-27.28;-29.19;-30.22;-29.11;-23.23;-20.21;-18.22;-23.06;-19.71;-21.26;-11.14;-2.07;-5.02;-17.99;-30.84;-28.72;-26.15;-24.2;-17.54;-14.03;-11.96;-18.08
30;-0.2;0.11;0.12;2.18;1.52;1.16;-0.0;-0.05;-1.52;-1.95;-3.15;-3.16;-2.49;-3.33;-3.61;-8.94;-16.02;-27.19;-37.81;-42.57;-44.75;-48.36;-52.54;-55.52;-53.17;-52.3;-52.5;-52.0;-52.52;-50.82;-51.76;-50.62;-52.01;-50.27;-52.54;-52.45;-52.62;-50.18;-53.8;-56.68;-55.96;-51.64;-47.77;-46.42;-43.74;-43.3;-42.9;-41.57;-41.1;-45.49;-48.86;-51.01;-49.74;-47.63;-43.21;-40.98;-39.0;-41.41;-44.35;-50.04;-51.02;-46.78;-46.31;-49.02;-51.0;-48.71;-45.62;-45.94;-44.14;-43.57;-42.28;-43.44;-43.98;-43.59;-42.44;-41.09;-38.38;-39.74;-37.76;-37.86;-33.81;-34.1;-33.65;-34.4;-33.24;-32.98;-31.37;-36.49;-37.15;-36.43;-32.9;-34.74;-35.28;-33.25;-30.57;-30.19;-29.55;-27.55;-26.74;-26.21
31;-0.52;1.04;1.14;2.04;1.56;1.01;0.17;0.19;-1.56;-2.14;-3.45;-3.8;-7.82;-9.69;-10.08;-11.9;-19.54;-30.3;-40.4;-45.78;-46.36;-48.16;-49.85;-53.6;-52.39;-51.51;-53.05;-51.28;-50.94;-47.98;-48.93;-48.17;-49.45;-50.62;-52.91;-52.67;-50.88;-49.17;-53.04;-55.45;-55.16;-50.6;-47.68;-46.01;-44.37;-42.91;-42.93;-43.34;-43.02;-45.55;-47.02;-49.14;-49.2;-45.7;-44.07;-41.6;-41.24;-41.26;-43.75;-48.72;-49.8;-48.73;-48.85;-51.57;-51.19;-48.67;-45.65;-45.64;-46.67;-46.63;-46.13;-44.06;-44.18;-44.17;-43.75;-44.88;-41.66;-42.64;-39.57;-39.92;-36.38;-34.91;-36.93;-37.75;-37.48;-34.11;-31.71;-34.56;-34.11;-35.36;-33.69;-36.4;-35.83;-34.78;-32.56;-31.53;-33.73;-31.51;-31.58;-27.93
